SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPPONENT,HOME
2022-23,GSW,2022-11-11T00:00:00,W,34.00333333333333,15,23,0.652,6,11,0.545,4,6,0.667,0,4,4,5,2,1,0,0,4,5,40,7,53.3,0,0,57.0,1,1,1,1,36,4,13,3,13,28,9,29,15,47,30,37,45,32,37,15,18,1,47,13,5,28,14,13,2,14,1,0.364,0.517,0.383,0.545,0.407,0.444,0.5,0.0,0.154,0.129,0.227,0.2,0.2,0.0,0.0,0.2,0.357,0.513,3,1,2,8,14,26,9,30,40,44,36,18,18,18,1,40,19,3,4,2,5,14,8,10,9,38,27,27,10,5,6,31,20,30,111.0,108.3,108.3,95.6,98.6,98.6,15.3,9.7,9.7,0.357,2.5,15.2,0.0,0.098,0.055,6.1,6.1,0.783,0.78,0.367,102.0,101.64,84.7,101.64,0.269,72,15.0,23.0,37,42,42,7,7,7,21,27,27,15,19,38,30,45,46,15,16,5,10,3,48,43,43,3,4,13,0.522,0.478,0.45,0.1,0.45,0.125,0.1,0.1,0.35,0.667,0.333,0.5,0.5,0.6,0.4,8,49,12,15,35,25,42,35,15,6,49,34,12,15,41,CLE,1
2022-23,GSW,2022-11-13T00:00:00,L,36.85,9,17,0.529,3,9,0.333,6,6,1.0,0,6,6,4,4,1,0,1,0,5,27,0,39.2,0,0,42.0,1,31,31,31,20,32,40,22,44,42,40,13,15,1,30,14,22,41,15,15,18,27,1,13,34,34,44,13,2,39,1,0.258,0.265,0.239,0.231,0.237,0.667,0.667,0.0,0.222,0.176,0.174,0.286,0.333,0.0,0.5,0.0,0.417,0.3,48,38,49,51,53,5,3,30,26,34,46,29,11,18,43,1,8,36,6,2,4,10,11,15,4,32,13,27,19,10,18,45,4,15,109.8,112.5,112.5,112.3,113.9,113.9,-2.5,-1.4,-1.4,0.16,1.0,14.8,0.0,0.158,0.08,14.8,14.5,0.618,0.687,0.266,105.59,103.55,86.3,103.55,0.157,80,9.0,17.0,38,36,36,31,31,31,38,34,34,46,39,39,30,23,32,46,45,27,24,47,26,30,30,28,32,40,0.471,0.529,0.444,0.074,0.333,0.148,0.223,0.222,0.37,0.167,0.833,0.667,0.333,0.333,0.667,22,34,13,27,51,17,16,11,12,43,9,18,35,46,8,SAC,0
2022-23,GSW,2022-11-14T00:00:00,W,27.016666666666666,5,11,0.455,3,7,0.429,3,3,1.0,1,4,5,5,1,1,0,1,1,1,16,17,31.5,0,0,31.0,1,1,1,1,53,54,55,34,44,51,28,35,40,1,8,37,36,32,44,15,18,27,9,52,53,14,54,13,2,54,1,0.206,0.2,0.216,0.273,0.28,0.3,0.3,0.333,0.211,0.227,0.263,0.143,0.167,0.0,0.25,0.2,0.111,0.225,56,53,56,48,47,41,38,3,32,15,28,13,24,18,29,40,53,53,6,2,3,4,9,16,2,22,13,27,23,42,9,47,1,2,119.5,124.6,124.6,92.1,94.7,94.7,27.4,29.8,29.8,0.25,5.0,27.8,0.038,0.105,0.078,5.6,5.5,0.591,0.649,0.213,104.86,101.27,84.39,101.27,0.162,57,5.0,11.0,27,23,23,3,5,5,8,5,5,31,5,11,9,40,36,14,14,31,30,56,31,47,47,25,54,55,0.364,0.636,0.25,0.0,0.563,0.188,0.187,0.375,0.25,0.5,0.5,1.0,0.0,0.8,0.2,41,15,41,42,17,10,20,2,29,13,35,1,47,2,54,SAS,1
2022-23,GSW,2022-11-16T00:00:00,L,36.233333333333334,17,28,0.607,7,11,0.636,9,9,1.0,0,9,9,6,3,0,1,3,2,6,50,-14,69.8,0,0,74.0,1,31,31,31,23,2,1,7,7,28,2,4,4,1,30,6,7,24,26,34,4,54,23,5,1,51,2,13,2,1,1,0.375,0.515,0.394,0.5,0.333,0.692,0.692,0.0,0.346,0.321,0.261,0.273,0.0,0.333,0.429,0.125,0.4,0.538,2,2,1,12,39,4,2,30,8,4,32,27,34,6,41,26,11,1,6,0,7,16,19,11,8,26,13,34,8,3,49,35,16,5,108.5,112.0,112.0,130.1,128.9,128.9,-21.6,-16.9,-16.9,0.375,2.0,15.4,0.0,0.281,0.129,7.7,7.3,0.732,0.782,0.399,111.25,109.95,91.63,109.95,0.248,83,17.0,28.0,41,38,38,51,50,50,51,48,48,10,23,37,30,3,8,20,19,10,9,2,6,8,8,5,2,1,0.607,0.393,0.4,0.08,0.42,0.14,0.18,0.12,0.32,0.3,0.7,0.571,0.429,0.412,0.588,3,54,17,24,41,19,22,32,19,34,23,31,24,40,17,PHX,0
2022-23,GSW,2022-11-18T00:00:00,W,33.833333333333336,9,19,0.474,5,13,0.385,1,3,0.333,0,6,6,10,5,2,0,1,2,2,24,18,47.2,1,0,49.0,1,1,1,1,37,32,34,32,20,17,35,49,40,52,30,14,22,6,7,5,18,27,23,46,40,12,25,1,2,26,1,0.301,0.257,0.292,0.385,0.382,0.111,0.214,0.0,0.214,0.171,0.37,0.455,0.5,0.0,0.333,0.111,0.182,0.261,22,40,35,27,26,52,46,30,28,36,12,49,2,18,36,23,46,46,1,3,4,6,14,13,12,28,48,16,19,31,31,40,28,8,122.4,126.0,126.0,100.0,100.0,100.0,22.4,26.0,26.0,0.385,2.0,28.6,0.0,0.15,0.083,14.3,14.2,0.605,0.591,0.308,105.81,104.28,86.9,104.28,0.157,73,9.0,19.0,23,17,17,11,12,12,14,10,10,8,23,10,30,27,29,44,44,29,42,24,24,28,28,29,32,34,0.316,0.684,0.333,0.083,0.625,0.167,0.042,0.042,0.25,0.5,0.5,0.8,0.2,0.667,0.333,50,7,28,23,9,13,50,48,29,13,35,12,44,7,46,NYK,1
2022-23,GSW,2022-11-20T00:00:00,W,36.995,11,20,0.55,7,14,0.5,4,5,0.8,0,6,6,15,1,3,2,0,3,3,33,22,76.7,1,0,71.0,1,1,1,1,16,16,30,19,7,10,13,29,23,43,30,14,22,1,44,2,1,1,35,29,16,3,1,1,2,2,1,0.271,0.262,0.303,0.292,0.368,0.5,0.417,0.0,0.273,0.214,0.429,0.077,0.429,0.5,0.0,0.188,0.273,0.284,43,39,28,43,29,14,22,30,14,21,4,5,8,2,1,37,30,40,7,3,5,6,10,14,9,36,8,16,10,31,13,43,20,23,148.2,146.8,146.8,117.8,119.0,119.0,30.4,27.8,27.8,0.484,15.0,39.5,0.0,0.162,0.094,2.6,2.6,0.725,0.743,0.275,102.55,102.5,85.42,102.5,0.206,79,11.0,20.0,1,1,1,39,38,38,4,8,8,3,1,1,30,22,21,5,5,12,14,42,44,36,36,12,16,30,0.3,0.7,0.242,0.061,0.636,0.152,0.122,0.212,0.182,0.5,0.5,0.571,0.429,0.545,0.455,52,4,44,35,3,16,36,12,41,13,35,31,24,19,37,HOU,0
2022-23,GSW,2022-11-23T00:00:00,W,31.683333333333334,9,20,0.45,4,10,0.4,0,0,0.0,1,5,6,9,1,0,0,1,0,0,22,18,41.7,0,0,41.0,1,1,1,1,46,32,30,38,30,34,31,53,53,53,8,26,22,8,44,34,18,27,1,55,44,12,36,13,2,44,1,0.269,0.25,0.317,0.308,0.357,0.0,0.0,0.125,0.278,0.231,0.346,0.111,0.0,0.0,0.5,0.0,0.0,0.239,44,41,21,40,33,53,53,17,13,13,14,9,34,18,43,1,55,51,4,0,0,8,15,9,7,30,27,34,40,22,37,27,9,12,135.4,137.3,137.3,107.1,108.8,108.8,28.3,28.5,28.5,0.333,9.0,30.0,0.037,0.156,0.102,3.3,3.3,0.55,0.55,0.276,103.84,102.26,85.22,102.26,0.165,67,9.0,20.0,6,6,6,23,23,23,5,7,7,18,2,6,10,24,18,7,7,38,46,41,33,38,38,23,32,30,0.5,0.5,0.455,0.091,0.545,0.0,0.0,0.182,0.364,0.6,0.4,0.25,0.75,0.444,0.556,10,40,10,19,21,40,53,19,13,9,46,53,3,34,23,LAC,1
2022-23,GSW,2022-11-25T00:00:00,W,35.71666666666667,13,23,0.565,6,13,0.462,1,1,1.0,0,5,5,4,5,2,0,1,4,3,33,19,46.0,0,0,52.0,1,1,1,1,27,7,13,16,13,17,24,49,51,1,30,26,36,41,7,5,18,27,47,29,16,9,28,13,2,23,1,0.295,0.31,0.295,0.353,0.361,0.5,0.333,0.0,0.217,0.139,0.148,0.357,0.25,0.0,0.25,0.333,0.273,0.32,26,23,32,34,31,14,29,30,27,42,49,42,16,18,29,55,30,31,4,4,8,14,15,11,7,44,27,14,2,5,37,35,9,45,128.2,132.1,132.1,109.5,109.1,109.1,18.7,23.0,23.0,0.138,0.8,12.5,0.0,0.135,0.068,15.6,15.4,0.696,0.704,0.305,105.52,104.15,86.79,104.15,0.136,78,13.0,23.0,11,9,9,27,25,25,18,14,14,50,47,45,30,32,42,48,48,17,22,26,28,29,29,44,7,13,0.435,0.565,0.424,0.0,0.545,0.242,0.031,0.121,0.424,0.714,0.286,0.667,0.333,0.692,0.308,29,27,15,42,21,5,52,31,5,5,52,18,35,6,51,UTA,1
2022-23,GSW,2022-11-27T00:00:00,W,32.61666666666667,7,17,0.412,4,11,0.364,7,7,1.0,1,10,11,8,7,1,0,0,1,4,25,22,46.2,1,0,50.0,1,1,1,1,44,45,40,45,30,28,38,11,12,1,8,3,2,12,2,15,18,1,9,22,38,3,27,1,2,25,1,0.351,0.189,0.288,0.286,0.379,0.583,0.5,0.25,0.435,0.407,0.308,0.636,0.2,0.0,0.0,0.083,0.333,0.25,4,54,37,44,27,9,9,6,1,2,19,56,18,18,1,19,21,49,0,0,0,4,12,9,15,32,49,34,40,42,23,27,42,15,138.6,138.9,138.9,110.7,108.3,108.3,27.9,30.6,30.6,0.267,1.14,22.9,0.043,0.323,0.204,20.0,20.0,0.529,0.623,0.356,104.96,105.96,88.3,105.96,0.155,72,7.0,17.0,5,5,5,29,21,21,6,4,4,26,38,16,8,1,1,52,53,42,34,5,30,20,20,31,45,40,0.353,0.647,0.24,0.08,0.48,0.0,0.28,0.0,0.16,0.333,0.667,0.5,0.5,0.429,0.571,43,14,47,24,31,40,5,49,47,25,24,34,12,35,18,MIN,0
2022-23,GSW,2022-11-29T00:00:00,L,37.795,11,24,0.458,5,14,0.357,5,6,0.833,1,4,5,5,4,0,0,1,4,4,32,-12,41.5,0,0,47.0,1,31,31,31,10,16,10,33,20,10,39,19,15,40,8,37,36,32,15,34,18,27,47,22,22,48,38,13,2,30,1,0.315,0.355,0.348,0.556,0.4,0.333,0.3,0.143,0.129,0.132,0.263,0.286,0.0,0.0,0.333,0.25,0.211,0.372,15,9,12,5,19,36,38,16,47,43,28,29,34,18,36,50,44,11,3,0,8,10,18,18,12,36,33,34,2,10,43,52,28,23,101.4,102.4,102.4,112.9,116.7,116.7,-11.5,-14.3,-14.3,0.25,1.25,14.7,0.026,0.085,0.058,11.8,11.2,0.563,0.601,0.334,108.97,106.68,88.9,106.68,0.133,84,11.0,24.0,48,50,50,33,36,36,44,46,46,31,34,40,21,46,45,37,37,34,39,14,15,16,16,47,16,10,0.417,0.583,0.375,0.063,0.469,0.25,0.156,0.094,0.313,0.167,0.833,0.4,0.6,0.273,0.727,32,23,21,34,33,4,29,41,20,43,9,47,9,51,6,DAL,0
2022-23,GSW,2022-12-02T00:00:00,W,33.36333333333334,6,16,0.375,4,8,0.5,3,3,1.0,0,11,11,6,6,0,1,0,5,6,19,-1,38.2,1,0,42.0,1,1,1,1,39,51,46,49,30,44,13,35,40,1,30,1,2,24,3,34,4,1,54,5,52,35,46,1,2,39,1,0.277,0.207,0.258,0.333,0.258,0.3,0.214,0.0,0.367,0.314,0.24,0.429,0.0,0.25,0.0,0.385,0.375,0.238,38,52,46,36,50,41,46,30,5,5,35,47,34,10,1,56,16,52,2,0,0,2,23,9,13,44,42,34,40,52,54,27,34,45,103.7,103.9,103.9,102.5,106.6,106.6,1.2,-2.7,-2.7,0.261,1.0,20.7,0.0,0.289,0.153,20.7,20.5,0.5,0.548,0.284,112.36,110.06,91.72,110.06,0.102,77,6.0,16.0,46,47,47,17,20,20,33,39,39,28,39,25,30,2,3,54,54,47,47,39,5,7,7,53,51,46,0.5,0.5,0.211,0.105,0.632,0.0,0.157,0.105,0.105,0.0,1.0,0.75,0.25,0.5,0.5,10,40,50,14,7,40,27,34,52,49,1,14,40,21,27,CHI,1
2022-23,GSW,2022-12-03T00:00:00,W,34.53333333333333,10,21,0.476,8,17,0.471,2,3,0.667,0,3,3,10,4,1,1,2,0,4,30,19,50.6,1,0,55.0,1,1,1,1,32,22,25,31,2,2,23,45,40,47,30,48,49,6,15,15,4,49,1,22,27,9,20,1,2,17,1,0.342,0.294,0.35,0.4,0.447,0.4,0.3,0.0,0.125,0.107,0.385,0.333,0.143,0.25,1.0,0.0,0.4,0.323,7,30,10,23,6,30,38,30,48,49,9,36,29,10,51,1,11,30,6,0,3,4,13,10,13,56,13,34,23,42,28,31,34,56,128.5,129.2,129.2,97.2,100.0,100.0,31.3,29.2,29.2,0.417,2.5,27.8,0.0,0.075,0.043,11.1,11.0,0.667,0.672,0.345,103.25,101.47,84.56,101.47,0.193,72,10.0,21.0,10,10,10,9,12,12,3,6,6,7,19,11,30,49,48,35,36,21,26,10,39,44,44,16,22,25,0.19,0.81,0.133,0.0,0.8,0.1,0.067,0.2,0.133,0.5,0.5,0.5,0.5,0.5,0.5,56,1,56,42,1,27,45,14,51,13,35,34,12,21,27,HOU,1
2022-23,GSW,2022-12-05T00:00:00,L,37.696666666666665,3,17,0.176,2,10,0.2,4,4,1.0,0,4,4,6,3,1,0,0,2,3,12,-17,25.8,0,0,26.0,1,31,31,31,12,56,40,56,51,34,55,29,32,1,30,37,45,24,26,15,18,1,23,29,56,53,56,13,2,55,1,0.247,0.107,0.239,0.2,0.303,0.286,0.235,0.0,0.154,0.118,0.3,0.333,0.25,0.0,0.0,0.133,0.214,0.15,51,56,49,55,44,44,44,30,40,45,21,36,16,18,1,29,42,56,0,0,0,2,13,16,12,48,49,34,40,52,28,47,28,52,100.7,101.3,101.3,115.6,121.3,121.3,-14.9,-20.0,-20.0,0.24,2.0,21.4,0.0,0.103,0.047,10.7,10.8,0.235,0.32,0.249,104.03,101.23,84.36,101.23,0.025,79,3.0,17.0,49,51,51,36,42,42,47,51,51,33,23,21,30,42,47,34,34,56,56,52,32,48,48,56,56,40,0.412,0.588,0.167,0.0,0.5,0.0,0.333,0.0,0.167,0.0,1.0,1.0,0.0,0.667,0.333,35,20,55,42,28,40,1,49,46,49,1,1,47,7,46,IND,1
2022-23,GSW,2022-12-10T00:00:00,W,37.43833333333333,12,21,0.571,6,11,0.545,2,2,1.0,1,5,6,7,4,0,1,3,3,1,32,20,48.7,0,0,53.0,1,1,1,1,14,12,25,14,13,28,9,45,48,1,8,26,22,16,15,34,4,54,35,52,22,5,21,13,2,19,1,0.272,0.316,0.292,0.5,0.324,0.167,0.133,0.125,0.143,0.14,0.318,0.333,0.0,0.2,0.75,0.214,0.1,0.32,42,20,36,12,41,50,52,17,43,40,18,36,34,14,50,44,54,32,0,2,3,6,18,4,11,30,49,27,23,31,43,6,26,12,121.1,122.0,122.0,101.5,98.8,98.8,19.5,23.2,23.2,0.269,1.75,21.9,0.029,0.125,0.08,12.5,12.2,0.714,0.731,0.286,103.47,104.49,87.08,104.49,0.171,82,12.0,21.0,25,27,27,16,8,8,17,13,13,24,28,18,19,36,32,39,39,14,17,35,37,27,27,20,12,25,0.476,0.524,0.375,0.188,0.563,0.094,0.062,0.0,0.188,0.0,1.0,0.333,0.667,0.167,0.833,19,37,21,4,17,30,47,49,39,49,1,50,5,54,3,BOS,1
2022-23,GSW,2022-12-13T00:00:00,L,27.316666666666666,6,17,0.353,3,10,0.3,5,5,1.0,2,4,6,1,2,1,1,0,0,5,20,-20,32.7,0,0,34.0,1,31,31,31,52,51,40,52,44,34,48,19,23,1,3,37,22,56,37,15,4,1,1,13,48,56,51,13,2,51,1,0.278,0.286,0.283,0.429,0.37,0.714,0.556,0.2,0.25,0.231,0.077,0.25,0.5,0.5,0.0,0.0,0.556,0.357,37,33,38,20,28,3,6,9,17,13,56,23,2,2,1,1,2,17,2,0,0,6,11,8,12,32,42,34,40,31,18,23,28,15,90.4,93.3,93.3,126.2,126.7,126.7,-35.8,-33.3,-33.3,0.067,0.5,4.8,0.049,0.167,0.092,9.5,9.0,0.441,0.521,0.295,107.36,105.43,87.86,105.43,0.134,60,6.0,17.0,56,56,56,50,48,48,56,56,56,56,50,56,7,19,22,29,28,52,51,33,20,24,24,45,51,40,0.412,0.588,0.3,0.0,0.45,0.0,0.25,0.1,0.3,1.0,0.0,0.333,0.667,0.667,0.333,35,20,33,42,35,40,11,35,23,1,56,50,5,7,46,MIL,0
2022-23,GSW,2022-12-14T00:00:00,L,29.55,11,19,0.579,5,10,0.5,11,11,1.0,1,6,7,7,3,2,1,1,2,9,38,-6,62.9,0,0,63.0,1,31,31,31,51,16,34,13,20,34,13,1,2,1,8,14,13,16,26,5,4,27,23,1,9,42,7,13,2,7,1,0.342,0.407,0.352,0.714,0.556,0.917,0.846,0.125,0.261,0.226,0.412,0.188,0.5,0.333,0.25,0.154,0.75,0.521,7,5,9,1,1,1,1,17,15,16,5,16,2,6,29,32,1,2,16,5,0,10,23,3,14,26,1,8,40,10,54,5,39,5,107.8,110.6,110.6,115.7,119.7,119.7,-7.9,-9.1,-9.1,0.438,2.33,21.2,0.037,0.194,0.121,9.1,8.9,0.711,0.797,0.354,110.46,107.21,89.34,107.21,0.298,66,11.0,19.0,43,41,41,37,39,39,42,43,43,6,21,23,10,13,9,27,27,16,6,8,8,12,12,2,16,34,0.474,0.526,0.316,0.053,0.395,0.0,0.289,0.421,0.263,0.5,0.5,0.6,0.4,0.545,0.455,21,36,30,40,44,40,4,1,27,13,35,26,27,19,37,IND,0
2022-23,GSW,2023-01-10T00:00:00,L,31.258333333333333,8,22,0.364,5,15,0.333,3,4,0.75,1,0,1,3,1,1,0,1,4,3,24,-19,31.7,0,0,35.0,1,31,31,31,48,38,18,50,20,4,40,35,32,44,8,56,56,48,44,15,18,27,47,29,40,55,53,13,2,50,1,0.282,0.308,0.314,0.417,0.429,0.429,0.364,0.083,0.0,0.034,0.188,0.1,0.111,0.0,0.167,0.182,0.231,0.338,35,24,23,22,12,28,27,25,56,56,44,7,33,18,27,35,36,22,8,5,0,6,6,20,7,34,4,8,40,31,3,53,9,20,97.5,98.6,98.6,121.6,123.3,123.3,-24.1,-24.7,-24.7,0.167,3.0,11.1,0.022,0.0,0.013,3.7,3.6,0.477,0.505,0.292,112.74,111.33,92.78,111.33,0.068,72,8.0,22.0,52,52,52,45,44,44,54,55,55,44,10,47,27,56,56,9,10,51,52,34,4,5,5,54,38,18,0.318,0.682,0.25,0.0,0.625,0.0,0.125,0.333,0.25,0.667,0.333,0.2,0.8,0.375,0.625,48,8,41,42,9,40,35,4,29,6,49,55,2,44,12,PHX,1
2022-23,GSW,2023-01-13T00:00:00,W,23.116666666666667,6,12,0.5,2,7,0.286,1,1,1.0,0,4,4,3,0,0,1,0,3,1,15,12,27.3,0,0,26.0,1,1,1,1,55,51,54,26,51,51,50,49,51,1,30,37,45,48,53,34,4,1,35,52,55,22,55,13,2,55,1,0.214,0.24,0.267,0.333,0.438,0.5,0.333,0.0,0.154,0.143,0.158,0.0,0.0,0.2,0.0,0.214,0.143,0.259,55,49,45,36,9,14,29,30,40,39,47,1,34,14,1,44,52,47,0,0,2,8,10,7,7,22,49,34,33,22,13,15,9,2,113.0,107.4,107.4,85.8,86.8,86.8,27.2,20.6,20.6,0.158,0.0,20.0,0.0,0.118,0.073,0.0,0.0,0.583,0.603,0.233,108.93,111.09,92.57,111.09,0.138,54,6.0,12.0,34,43,43,2,2,2,9,16,16,47,53,26,30,38,38,1,1,32,38,54,16,6,6,42,51,54,0.417,0.583,0.533,0.0,0.4,0.133,0.067,0.0,0.533,0.75,0.25,0.5,0.5,0.667,0.333,32,23,4,42,43,21,45,49,1,2,53,34,12,7,46,SAS,0
2022-23,GSW,2023-01-15T00:00:00,L,34.483333333333334,8,15,0.533,3,10,0.3,1,2,0.5,0,10,10,4,8,0,1,0,2,3,20,-9,33.0,1,0,39.0,1,31,31,31,34,38,48,21,44,34,48,49,48,50,30,3,5,41,1,34,4,1,23,29,48,45,50,1,2,47,1,0.286,0.296,0.246,0.25,0.278,0.143,0.154,0.0,0.357,0.294,0.19,0.471,0.0,0.25,0.0,0.2,0.231,0.274,32,28,48,49,48,51,51,30,6,9,42,52,34,10,1,40,36,44,6,3,8,8,21,4,18,36,13,16,2,22,51,6,49,23,93.9,96.1,96.1,106.1,106.5,106.5,-12.2,-10.4,-10.4,0.211,0.5,14.3,0.0,0.263,0.133,28.6,28.7,0.633,0.63,0.285,107.88,106.49,88.74,106.49,0.113,76,8.0,15.0,54,53,53,19,19,19,45,44,44,38,50,42,30,6,6,56,56,24,32,36,18,17,17,50,38,48,0.333,0.667,0.5,0.1,0.45,0.4,0.05,0.3,0.4,0.4,0.6,1.0,0.0,0.625,0.375,46,10,7,15,35,1,48,7,7,23,33,1,47,12,44,CHI,0
2022-23,GSW,2023-01-16T00:00:00,W,37.833333333333336,12,28,0.429,6,15,0.4,11,12,0.917,1,6,7,2,4,0,0,1,1,8,41,14,48.4,0,0,56.0,1,1,1,1,9,12,1,43,13,4,31,1,1,33,8,14,13,54,15,34,18,27,9,2,4,16,23,13,2,15,1,0.394,0.343,0.373,0.4,0.405,0.579,0.571,0.111,0.214,0.189,0.095,0.444,0.0,0.0,0.5,0.067,0.421,0.394,1,12,4,23,17,10,4,21,28,28,55,48,34,18,43,15,7,7,6,3,6,6,4,6,5,38,13,16,9,31,1,12,5,30,123.5,123.8,123.8,108.4,108.4,108.4,15.1,15.4,15.4,0.087,0.5,5.1,0.025,0.167,0.092,10.3,10.2,0.536,0.616,0.4,106.12,105.94,88.28,105.94,0.153,84,12.0,28.0,20,24,24,25,22,22,22,21,21,55,50,55,23,19,23,30,31,41,35,1,23,21,21,32,12,1,0.464,0.536,0.293,0.146,0.439,0.146,0.268,0.146,0.146,0.333,0.667,0.333,0.667,0.333,0.667,25,32,36,9,40,18,8,28,49,25,24,50,5,46,8,WAS,0
2022-23,GSW,2023-01-19T00:00:00,L,43.08,9,25,0.36,6,18,0.333,5,5,1.0,0,4,4,7,3,3,2,0,1,3,29,9,56.3,0,0,56.0,1,31,31,31,2,32,7,51,13,1,40,19,23,1,30,37,45,16,26,2,1,1,9,29,29,26,10,13,2,15,1,0.28,0.25,0.294,0.353,0.409,0.263,0.238,0.0,0.133,0.108,0.28,0.25,0.3,0.333,0.0,0.053,0.176,0.269,36,41,33,34,13,48,43,30,44,48,27,23,14,6,1,11,50,45,5,0,0,2,11,20,9,44,24,34,40,52,18,53,20,45,108.8,111.3,111.3,100.3,104.2,104.2,8.5,7.1,7.1,0.259,2.33,18.9,0.0,0.075,0.039,8.1,8.1,0.48,0.533,0.284,110.26,106.96,89.14,106.96,0.133,97,9.0,25.0,40,39,39,13,16,16,27,28,28,30,21,30,30,48,50,21,21,50,50,38,9,13,13,46,32,7,0.28,0.72,0.207,0.138,0.621,0.0,0.172,0.172,0.069,0.333,0.667,0.667,0.333,0.556,0.444,55,2,52,10,11,40,24,22,55,25,24,18,35,17,39,BOS,0
